Drug,Age_Group,Base_Dose,Multiplier
asfotase alfa,Adult,284,1.0
asfotase alfa,OldAge,284,0.75
potassium phosphate / sodium phosphate,Infant,311,0.3
potassium phosphate / sodium phosphate,Adult,311,1.0
potassium phosphate / sodium phosphate,OldAge,311,0.75
potassium phosphate,Infant,135,0.3
potassium phosphate,Adult,135,1.0
potassium phosphate,OldAge,135,0.75
sodium phosphate,Infant,238,0.3
sodium phosphate,Adult,238,1.0
sodium phosphate,OldAge,238,0.75
albumin human,Infant,239,0.3
albumin human,Adult,239,1.0
albumin human,OldAge,239,0.75
phytonadione,Infant,346,0.3
phytonadione,Adult,346,1.0
phytonadione,OldAge,346,0.75
norepinephrine,Infant,353,0.3
norepinephrine,Adult,353,1.0
norepinephrine,OldAge,353,0.75
droxidopa,Infant,450,0.3
droxidopa,Adult,450,1.0
droxidopa,OldAge,450,0.75
liothyronine,Infant,267,0.3
liothyronine,Adult,267,1.0
liothyronine,OldAge,267,0.75
liotrix,Infant,363,0.3
liotrix,Adult,363,1.0
liotrix,OldAge,363,0.75
doxapram,Infant,306,0.3
doxapram,Adult,306,1.0
doxapram,OldAge,306,0.75
hydroxyethyl starch,Infant,53,0.3
hydroxyethyl starch,Adult,53,1.0
hydroxyethyl starch,OldAge,53,0.75
midazolam,Infant,433,0.3
midazolam,Adult,433,1.0
midazolam,OldAge,433,0.75
pirfenidone,Infant,79,0.3
pirfenidone,Adult,79,1.0
pirfenidone,OldAge,79,0.75
nintedanib,Infant,188,0.3
nintedanib,Adult,188,1.0
nintedanib,OldAge,188,0.75
romiplostim,Infant,119,0.3
romiplostim,Adult,119,1.0
romiplostim,OldAge,119,0.75
rho (d) immune globulin,Infant,66,0.3
rho (d) immune globulin,Adult,66,1.0
rho (d) immune globulin,OldAge,66,0.75
retapamulin,Infant,435,0.3
retapamulin,Adult,435,1.0
retapamulin,OldAge,435,0.75
sulconazole,Infant,356,0.3
sulconazole,Adult,356,1.0
sulconazole,OldAge,356,0.75
ozenoxacin,Infant,251,0.3
ozenoxacin,Adult,251,1.0
ozenoxacin,OldAge,251,0.75
ammoniated mercury,Infant,392,0.3
ammoniated mercury,Adult,392,1.0
ammoniated mercury,OldAge,392,0.75
ertapenem,Infant,478,0.3
ertapenem,Adult,478,1.0
ertapenem,OldAge,478,0.75
magnesium salicylate,Infant,301,0.3
magnesium salicylate,Adult,301,1.0
magnesium salicylate,OldAge,301,0.75
tolmetin,Infant,125,0.3
tolmetin,Adult,125,1.0
tolmetin,OldAge,125,0.75
flurbiprofen,Infant,290,0.3
flurbiprofen,Adult,290,1.0
flurbiprofen,OldAge,290,0.75
cilostazol,Infant,444,0.3
cilostazol,Adult,444,1.0
cilostazol,OldAge,444,0.75
pentoxifylline,Infant,470,0.3
pentoxifylline,Adult,470,1.0
pentoxifylline,OldAge,470,0.75
doripenem,Infant,398,0.3
doripenem,Adult,398,1.0
doripenem,OldAge,398,0.75
tigecycline,Infant,55,0.3
tigecycline,Adult,55,1.0
tigecycline,OldAge,55,0.75
levobunolol,Infant,457,0.3
levobunolol,Adult,457,1.0
levobunolol,OldAge,457,0.75
deferoxamine,Infant,184,0.3
deferoxamine,Adult,184,1.0
deferoxamine,OldAge,184,0.75
aspirin / dipyridamole,Infant,360,0.3
aspirin / dipyridamole,Adult,360,1.0
aspirin / dipyridamole,OldAge,360,0.75
calamine,Infant,244,0.3
calamine,Adult,244,1.0
calamine,OldAge,244,0.75
"japanese enceph vacc sa14-14-2, inactivated",Infant,234,0.3
"japanese enceph vacc sa14-14-2, inactivated",Adult,234,1.0
"japanese enceph vacc sa14-14-2, inactivated",OldAge,234,0.75
oxaprozin,Infant,386,0.3
oxaprozin,Adult,386,1.0
oxaprozin,OldAge,386,0.75
abatacept,Infant,120,0.3
abatacept,Adult,120,1.0
abatacept,OldAge,120,0.75
methyl aminolevulinate,Infant,153,0.3
methyl aminolevulinate,Adult,153,1.0
methyl aminolevulinate,OldAge,153,0.75
potassium citrate,Infant,188,0.3
potassium citrate,Adult,188,1.0
potassium citrate,OldAge,188,0.75
oxymorphone,Infant,200,0.3
oxymorphone,Adult,200,1.0
oxymorphone,OldAge,200,0.75
lactase,Infant,393,0.3
lactase,Adult,393,1.0
lactase,OldAge,393,0.75
sirolimus,Infant,416,0.3
sirolimus,Adult,416,1.0
sirolimus,OldAge,416,0.75
edetate calcium disodium,Infant,443,0.3
edetate calcium disodium,Adult,443,1.0
edetate calcium disodium,OldAge,443,0.75
succimer,Infant,337,0.3
succimer,Adult,337,1.0
succimer,OldAge,337,0.75
clobazam,Infant,238,0.3
clobazam,Adult,238,1.0
clobazam,OldAge,238,0.75
rufinamide,Infant,475,0.3
rufinamide,Adult,475,1.0
rufinamide,OldAge,475,0.75
felbamate,Infant,287,0.3
felbamate,Adult,287,1.0
felbamate,OldAge,287,0.75
clofazimine,Infant,86,0.3
clofazimine,Adult,86,1.0
clofazimine,OldAge,86,0.75
aloe polysaccharides / iodoquinol,Infant,438,0.3
aloe polysaccharides / iodoquinol,Adult,438,1.0
aloe polysaccharides / iodoquinol,OldAge,438,0.75
meperidine,Infant,441,0.3
meperidine,Adult,441,1.0
meperidine,OldAge,441,0.75
secobarbital,Infant,223,0.3
secobarbital,Adult,223,1.0
secobarbital,OldAge,223,0.75
levorphanol,Infant,171,0.3
levorphanol,Adult,171,1.0
levorphanol,OldAge,171,0.75
tesamorelin,Infant,202,0.3
tesamorelin,Adult,202,1.0
tesamorelin,OldAge,202,0.75
metreleptin,Infant,450,0.3
metreleptin,Adult,450,1.0
metreleptin,OldAge,450,0.75
gadoxetate disodium,Infant,352,0.3
gadoxetate disodium,Adult,352,1.0
gadoxetate disodium,OldAge,352,0.75
floxuridine,Infant,293,0.3
floxuridine,Adult,293,1.0
floxuridine,OldAge,293,0.75
mepivacaine,Infant,212,0.3
mepivacaine,Adult,212,1.0
mepivacaine,OldAge,212,0.75
cocaine,Infant,269,0.3
cocaine,Adult,269,1.0
cocaine,OldAge,269,0.75
articaine / epinephrine,Infant,105,0.3
articaine / epinephrine,Adult,105,1.0
articaine / epinephrine,OldAge,105,0.75
epinephrine / lidocaine,Infant,449,0.3
epinephrine / lidocaine,Adult,449,1.0
epinephrine / lidocaine,OldAge,449,0.75
chloroprocaine,Infant,240,0.3
chloroprocaine,Adult,240,1.0
chloroprocaine,OldAge,240,0.75
sebelipase alfa,Infant,240,0.3
sebelipase alfa,Adult,240,1.0
sebelipase alfa,OldAge,240,0.75
verteporfin,Infant,411,0.3
verteporfin,Adult,411,1.0
verteporfin,OldAge,411,0.75
pegaptanib,Infant,438,0.3
pegaptanib,Adult,438,1.0
pegaptanib,OldAge,438,0.75
brolucizumab,Infant,132,0.3
brolucizumab,Adult,132,1.0
brolucizumab,OldAge,132,0.75
artemether / lumefantrine,Infant,344,0.3
artemether / lumefantrine,Adult,344,1.0
artemether / lumefantrine,OldAge,344,0.75
mefloquine,Infant,313,0.3
mefloquine,Adult,313,1.0
mefloquine,OldAge,313,0.75
atovaquone / proguanil,Infant,220,0.3
atovaquone / proguanil,Adult,220,1.0
atovaquone / proguanil,OldAge,220,0.75
primaquine,Infant,287,0.3
primaquine,Adult,287,1.0
primaquine,OldAge,287,0.75
pyrimethamine,Infant,401,0.3
pyrimethamine,Adult,401,1.0
pyrimethamine,OldAge,401,0.75
tafenoquine,Infant,326,0.3
tafenoquine,Adult,326,1.0
tafenoquine,OldAge,326,0.75
acalabrutinib,Infant,118,0.3
acalabrutinib,Adult,118,1.0
acalabrutinib,OldAge,118,0.75
zanubrutinib,Infant,419,0.3
zanubrutinib,Adult,419,1.0
zanubrutinib,OldAge,419,0.75
azacitidine,Infant,307,0.3
azacitidine,Adult,307,1.0
azacitidine,OldAge,307,0.75
measles virus vaccine / mumps virus vaccine / rubella virus vaccine,Infant,287,0.3
measles virus vaccine / mumps virus vaccine / rubella virus vaccine,Adult,287,1.0
measles virus vaccine / mumps virus vaccine / rubella virus vaccine,OldAge,287,0.75
measles virus vaccine,Infant,386,0.3
measles virus vaccine,Adult,386,1.0
measles virus vaccine,OldAge,386,0.75
measles virus vaccine / mumps virus vaccine / rubella virus vaccine / varicella virus vaccine,Infant,58,0.3
measles virus vaccine / mumps virus vaccine / rubella virus vaccine / varicella virus vaccine,Adult,58,1.0
measles virus vaccine / mumps virus vaccine / rubella virus vaccine / varicella virus vaccine,OldAge,58,0.75
formaldehyde,Infant,268,0.3
formaldehyde,Adult,268,1.0
formaldehyde,OldAge,268,0.75
cobimetinib,Infant,200,0.3
cobimetinib,Adult,200,1.0
cobimetinib,OldAge,200,0.75
fluocinolone / hydroquinone / tretinoin,Infant,361,0.3
fluocinolone / hydroquinone / tretinoin,Adult,361,1.0
fluocinolone / hydroquinone / tretinoin,OldAge,361,0.75
meningococcal group b vaccine,Infant,349,0.3
meningococcal group b vaccine,Adult,349,1.0
meningococcal group b vaccine,OldAge,349,0.75
meningococcal conjugate vaccine,Infant,394,0.3
meningococcal conjugate vaccine,Adult,394,1.0
meningococcal conjugate vaccine,OldAge,394,0.75
drospirenone / ethinyl estradiol,Infant,71,0.3
drospirenone / ethinyl estradiol,Adult,71,1.0
drospirenone / ethinyl estradiol,OldAge,71,0.75
citric acid / potassium citrate / sodium citrate,Infant,228,0.3
citric acid / potassium citrate / sodium citrate,Adult,228,1.0
citric acid / potassium citrate / sodium citrate,OldAge,228,0.75
levoleucovorin,Infant,306,0.3
levoleucovorin,Adult,306,1.0
levoleucovorin,OldAge,306,0.75
glucarpidase,Infant,383,0.3
glucarpidase,Adult,383,1.0
glucarpidase,OldAge,383,0.75
olmesartan,Infant,166,0.3
olmesartan,Adult,166,1.0
olmesartan,OldAge,166,0.75
benzoin,Infant,292,0.3
benzoin,Adult,292,1.0
benzoin,OldAge,292,0.75
camphor / menthol,Infant,456,0.3
camphor / menthol,Adult,456,1.0
camphor / menthol,OldAge,456,0.75
smallpox and monkeypox vaccine,Infant,129,0.3
smallpox and monkeypox vaccine,Adult,129,1.0
smallpox and monkeypox vaccine,OldAge,129,0.75
doxylamine / pyridoxine,Infant,116,0.3
doxylamine / pyridoxine,Adult,116,1.0
doxylamine / pyridoxine,OldAge,116,0.75
calcium / folic acid / ginger / pyridoxine,Infant,173,0.3
calcium / folic acid / ginger / pyridoxine,Adult,173,1.0
calcium / folic acid / ginger / pyridoxine,OldAge,173,0.75
elosulfase alfa,Infant,276,0.3
elosulfase alfa,Adult,276,1.0
elosulfase alfa,OldAge,276,0.75
scopolamine,Infant,239,0.3
scopolamine,Adult,239,1.0
scopolamine,OldAge,239,0.75
dimenhydrinate,Infant,310,0.3
dimenhydrinate,Adult,310,1.0
dimenhydrinate,OldAge,310,0.75
glatiramer,Infant,478,0.3
glatiramer,Adult,478,1.0
glatiramer,OldAge,478,0.75
dalfampridine,Infant,148,0.3
dalfampridine,Adult,148,1.0
dalfampridine,OldAge,148,0.75
fingolimod,Infant,136,0.3
fingolimod,Adult,136,1.0
fingolimod,OldAge,136,0.75
interferon beta-1a,Infant,398,0.3
interferon beta-1a,Adult,398,1.0
interferon beta-1a,OldAge,398,0.75
dimethyl fumarate,Infant,481,0.3
dimethyl fumarate,Adult,481,1.0
dimethyl fumarate,OldAge,481,0.75
teriflunomide,Infant,475,0.3
teriflunomide,Adult,475,1.0
teriflunomide,OldAge,475,0.75
idursulfase,Infant,157,0.3
idursulfase,Adult,157,1.0
idursulfase,OldAge,157,0.75
galsulfase,Infant,341,0.3
galsulfase,Adult,341,1.0
galsulfase,OldAge,341,0.75
palifermin,Infant,418,0.3
palifermin,Adult,418,1.0
palifermin,OldAge,418,0.75
mumps virus vaccine,Infant,87,0.3
mumps virus vaccine,Adult,87,1.0
mumps virus vaccine,OldAge,87,0.75
neostigmine,Infant,412,0.3
neostigmine,Adult,412,1.0
neostigmine,OldAge,412,0.75
ethambutol,Infant,237,0.3
ethambutol,Adult,237,1.0
ethambutol,OldAge,237,0.75
rifabutin,Infant,123,0.3
rifabutin,Adult,123,1.0
rifabutin,OldAge,123,0.75
amikacin liposome,Infant,389,0.3
amikacin liposome,Adult,389,1.0
amikacin liposome,OldAge,389,0.75
isoniazid,Infant,365,0.3
isoniazid,Adult,365,1.0
isoniazid,OldAge,365,0.75
mechlorethamine,Infant,300,0.3
mechlorethamine,Adult,300,1.0
mechlorethamine,OldAge,300,0.75
mogamulizumab,Infant,305,0.3
mogamulizumab,Adult,305,1.0
mogamulizumab,OldAge,305,0.75
poly-ureaurethane,Infant,87,0.3
poly-ureaurethane,Adult,87,1.0
poly-ureaurethane,OldAge,87,0.75
aprepitant,Infant,463,0.3
aprepitant,Adult,463,1.0
aprepitant,OldAge,463,0.75
granisetron,Infant,166,0.3
granisetron,Adult,166,1.0
granisetron,OldAge,166,0.75
palonosetron,Infant,160,0.3
palonosetron,Adult,160,1.0
palonosetron,OldAge,160,0.75
droperidol,Infant,117,0.3
droperidol,Adult,117,1.0
droperidol,OldAge,117,0.75
atropine / pralidoxime,Infant,343,0.3
atropine / pralidoxime,Adult,343,1.0
atropine / pralidoxime,OldAge,343,0.75
dinutuximab,Infant,218,0.3
dinutuximab,Adult,218,1.0
dinutuximab,OldAge,218,0.75
lutetium lu 177 dotatate,Infant,186,0.3
lutetium lu 177 dotatate,Adult,186,1.0
lutetium lu 177 dotatate,OldAge,186,0.75
guanidine,Infant,220,0.3
guanidine,Adult,220,1.0
guanidine,OldAge,220,0.75
cenegermin,Infant,160,0.3
cenegermin,Adult,160,1.0
cenegermin,OldAge,160,0.75
pegfilgrastim,Infant,149,0.3
pegfilgrastim,Adult,149,1.0
pegfilgrastim,OldAge,149,0.75
tbo-filgrastim,Infant,388,0.3
tbo-filgrastim,Adult,388,1.0
tbo-filgrastim,OldAge,388,0.75
niacinamide,Infant,221,0.3
niacinamide,Adult,221,1.0
niacinamide,OldAge,221,0.75
tasimelteon,Infant,473,0.3
tasimelteon,Adult,473,1.0
tasimelteon,OldAge,473,0.75
dopamine,Infant,82,0.3
dopamine,Adult,82,1.0
dopamine,OldAge,82,0.75
lamivudine / zidovudine,Infant,298,0.3
lamivudine / zidovudine,Adult,298,1.0
lamivudine / zidovudine,OldAge,298,0.75
atazanavir,Infant,437,0.3
atazanavir,Adult,437,1.0
atazanavir,OldAge,437,0.75
abacavir / lamivudine,Infant,200,0.3
abacavir / lamivudine,Adult,200,1.0
abacavir / lamivudine,OldAge,200,0.75
zidovudine,Infant,395,0.3
zidovudine,Adult,395,1.0
zidovudine,OldAge,395,0.75
efavirenz,Infant,267,0.3
efavirenz,Adult,267,1.0
efavirenz,OldAge,267,0.75
lopinavir / ritonavir,Infant,164,0.3
lopinavir / ritonavir,Adult,164,1.0
lopinavir / ritonavir,OldAge,164,0.75
esomeprazole / naproxen,Infant,325,0.3
esomeprazole / naproxen,Adult,325,1.0
esomeprazole / naproxen,OldAge,325,0.75
famotidine / ibuprofen,Infant,409,0.3
famotidine / ibuprofen,Adult,409,1.0
famotidine / ibuprofen,OldAge,409,0.75
parenteral nutrition solution w / electrolytes,Infant,149,0.3
parenteral nutrition solution w / electrolytes,Adult,149,1.0
parenteral nutrition solution w / electrolytes,OldAge,149,0.75
fat emulsion,Infant,250,0.3
fat emulsion,Adult,250,1.0
fat emulsion,OldAge,250,0.75
parenteral nutrition solution,Infant,110,0.3
parenteral nutrition solution,Adult,110,1.0
parenteral nutrition solution,OldAge,110,0.75
chromic chloride hexahydrate,Infant,351,0.3
chromic chloride hexahydrate,Adult,351,1.0
chromic chloride hexahydrate,OldAge,351,0.75
trace elements,Infant,51,0.3
trace elements,Adult,51,1.0
trace elements,OldAge,51,0.75
phentermine,Infant,237,0.3
phentermine,Adult,237,1.0
phentermine,OldAge,237,0.75
phendimetrazine,Infant,185,0.3
phendimetrazine,Adult,185,1.0
phendimetrazine,OldAge,185,0.75
diethylpropion,Infant,426,0.3
diethylpropion,Adult,426,1.0
diethylpropion,OldAge,426,0.75
methamphetamine,Infant,465,0.3
methamphetamine,Adult,465,1.0
methamphetamine,OldAge,465,0.75
lorcaserin,Infant,101,0.3
lorcaserin,Adult,101,1.0
lorcaserin,OldAge,101,0.75
phentermine / topiramate,Infant,419,0.3
phentermine / topiramate,Adult,419,1.0
phentermine / topiramate,OldAge,419,0.75
bupropion / naltrexone,Infant,339,0.3
bupropion / naltrexone,Adult,339,1.0
bupropion / naltrexone,OldAge,339,0.75
clomipramine,Infant,377,0.3
clomipramine,Adult,377,1.0
clomipramine,OldAge,377,0.75
raltegravir,Infant,399,0.3
raltegravir,Adult,399,1.0
raltegravir,OldAge,399,0.75
emtricitabine,Infant,303,0.3
emtricitabine,Adult,303,1.0
emtricitabine,OldAge,303,0.75
moxidectin,Infant,307,0.3
moxidectin,Adult,307,1.0
moxidectin,OldAge,307,0.75
conjugated estrogens / medroxyprogesterone,Infant,256,0.3
conjugated estrogens / medroxyprogesterone,Adult,256,1.0
conjugated estrogens / medroxyprogesterone,OldAge,256,0.75
proparacaine,Infant,497,0.3
proparacaine,Adult,497,1.0
proparacaine,OldAge,497,0.75
besifloxacin,Infant,232,0.3
besifloxacin,Adult,232,1.0
besifloxacin,OldAge,232,0.75
ketorolac / phenylephrine,Infant,370,0.3
ketorolac / phenylephrine,Adult,370,1.0
ketorolac / phenylephrine,OldAge,370,0.75
"ophthalmic irrigation, intraocular",Infant,361,0.3
"ophthalmic irrigation, intraocular",Adult,361,1.0
"ophthalmic irrigation, intraocular",OldAge,361,0.75
trypan blue,Infant,431,0.3
trypan blue,Adult,431,1.0
trypan blue,OldAge,431,0.75
sodium chondroitin sulfate / sodium hyaluronate,Infant,464,0.3
sodium chondroitin sulfate / sodium hyaluronate,Adult,464,1.0
sodium chondroitin sulfate / sodium hyaluronate,OldAge,464,0.75
buprenorphine / naloxone,Infant,405,0.3
buprenorphine / naloxone,Adult,405,1.0
buprenorphine / naloxone,OldAge,405,0.75
lofexidine,Infant,144,0.3
lofexidine,Adult,144,1.0
lofexidine,OldAge,144,0.75
naloxone,Infant,375,0.3
naloxone,Adult,375,1.0
naloxone,OldAge,375,0.75
basiliximab,Infant,199,0.3
basiliximab,Adult,199,1.0
basiliximab,OldAge,199,0.75
daclizumab,Infant,134,0.3
daclizumab,Adult,134,1.0
daclizumab,OldAge,134,0.75
tropicamide,Infant,87,0.3
tropicamide,Adult,87,1.0
tropicamide,OldAge,87,0.75
cholecalciferol / genistein / zinc glycinate,Infant,382,0.3
cholecalciferol / genistein / zinc glycinate,Adult,382,1.0
cholecalciferol / genistein / zinc glycinate,OldAge,382,0.75
cetrorelix,Infant,364,0.3
cetrorelix,Adult,364,1.0
cetrorelix,OldAge,364,0.75
ambrisentan,Infant,227,0.3
ambrisentan,Adult,227,1.0
ambrisentan,OldAge,227,0.75
bosentan,Infant,181,0.3
bosentan,Adult,181,1.0
bosentan,OldAge,181,0.75
treprostinil,Infant,195,0.3
treprostinil,Adult,195,1.0
treprostinil,OldAge,195,0.75
macitentan,Infant,274,0.3
macitentan,Adult,274,1.0
macitentan,OldAge,274,0.75
epoprostenol,Infant,167,0.3
epoprostenol,Adult,167,1.0
epoprostenol,OldAge,167,0.75
iloprost,Infant,123,0.3
iloprost,Adult,123,1.0
iloprost,OldAge,123,0.75
riociguat,Infant,226,0.3
riociguat,Adult,226,1.0
riociguat,OldAge,226,0.75
hydrocodone,Infant,488,0.3
hydrocodone,Adult,488,1.0
hydrocodone,OldAge,488,0.75
acetaminophen / aspirin / caffeine,Infant,50,0.3
acetaminophen / aspirin / caffeine,Adult,50,1.0
acetaminophen / aspirin / caffeine,OldAge,50,0.75
naproxen / pseudoephedrine,Infant,258,0.3
naproxen / pseudoephedrine,Adult,258,1.0
naproxen / pseudoephedrine,OldAge,258,0.75
acetaminophen / dextromethorphan / phenylephrine,Infant,438,0.3
acetaminophen / dextromethorphan / phenylephrine,Adult,438,1.0
acetaminophen / dextromethorphan / phenylephrine,OldAge,438,0.75
acetaminophen / dextromethorphan / doxylamine / phenylephrine,Infant,208,0.3
acetaminophen / dextromethorphan / doxylamine / phenylephrine,Adult,208,1.0
acetaminophen / dextromethorphan / doxylamine / phenylephrine,OldAge,208,0.75
iobenguane i 131,Infant,477,0.3
iobenguane i 131,Adult,477,1.0
iobenguane i 131,OldAge,477,0.75
selegiline,Infant,133,0.3
selegiline,Adult,133,1.0
selegiline,OldAge,133,0.75
rasagiline,Infant,295,0.3
rasagiline,Adult,295,1.0
rasagiline,OldAge,295,0.75
entacapone,Infant,395,0.3
entacapone,Adult,395,1.0
entacapone,OldAge,395,0.75
carbidopa / entacapone / levodopa,Infant,217,0.3
carbidopa / entacapone / levodopa,Adult,217,1.0
carbidopa / entacapone / levodopa,OldAge,217,0.75
pimavanserin,Infant,427,0.3
pimavanserin,Adult,427,1.0
pimavanserin,OldAge,427,0.75
heparin flush,Infant,85,0.3
heparin flush,Adult,85,1.0
heparin flush,OldAge,85,0.75
dextromethorphan / quinidine,Infant,196,0.3
dextromethorphan / quinidine,Adult,196,1.0
dextromethorphan / quinidine,OldAge,196,0.75
drospirenone / ethinyl estradiol / levomefolate calcium,Infant,349,0.3
drospirenone / ethinyl estradiol / levomefolate calcium,Adult,349,1.0
drospirenone / ethinyl estradiol / levomefolate calcium,OldAge,349,0.75
benzylpenicilloyl-polylysine,Infant,395,0.3
benzylpenicilloyl-polylysine,Adult,395,1.0
benzylpenicilloyl-polylysine,OldAge,395,0.75
propantheline,Infant,465,0.3
propantheline,Adult,465,1.0
propantheline,OldAge,465,0.75
clidinium,Infant,325,0.3
clidinium,Adult,325,1.0
clidinium,OldAge,325,0.75
bivalirudin,Infant,207,0.3
bivalirudin,Adult,207,1.0
bivalirudin,OldAge,207,0.75
cangrelor,Infant,450,0.3
cangrelor,Adult,450,1.0
cangrelor,OldAge,450,0.75
vorapaxar,Infant,98,0.3
vorapaxar,Adult,98,1.0
vorapaxar,OldAge,98,0.75
belinostat,Infant,177,0.3
belinostat,Adult,177,1.0
belinostat,OldAge,177,0.75
florbetapir f 18,Infant,144,0.3
florbetapir f 18,Adult,144,1.0
florbetapir f 18,OldAge,144,0.75
gallium ga 68 dotatate,Infant,51,0.3
gallium ga 68 dotatate,Adult,51,1.0
gallium ga 68 dotatate,OldAge,51,0.75
rubidium chloride rb-82,Infant,461,0.3
rubidium chloride rb-82,Adult,461,1.0
rubidium chloride rb-82,OldAge,461,0.75
flutemetamol f-18,Infant,466,0.3
flutemetamol f-18,Adult,466,1.0
flutemetamol f-18,OldAge,466,0.75
choline c-11,Infant,414,0.3
choline c-11,Adult,414,1.0
choline c-11,OldAge,414,0.75
florbetaben f-18,Infant,97,0.3
florbetaben f-18,Adult,97,1.0
florbetaben f-18,OldAge,97,0.75
fluciclovine f 18,Infant,330,0.3
fluciclovine f 18,Adult,330,1.0
fluciclovine f 18,OldAge,330,0.75
gallium ga-68 dotatoc,Infant,191,0.3
gallium ga-68 dotatoc,Adult,191,1.0
gallium ga-68 dotatoc,OldAge,191,0.75
sapropterin,Infant,153,0.3
sapropterin,Adult,153,1.0
sapropterin,OldAge,153,0.75
pegvaliase,Infant,389,0.3
pegvaliase,Adult,389,1.0
pegvaliase,OldAge,389,0.75
phenoxybenzamine,Infant,129,0.3
phenoxybenzamine,Adult,129,1.0
phenoxybenzamine,OldAge,129,0.75
metyrosine,Infant,400,0.3
metyrosine,Adult,400,1.0
metyrosine,OldAge,400,0.75
lactic acid,Infant,89,0.3
lactic acid,Adult,89,1.0
lactic acid,OldAge,89,0.75
secukinumab,Infant,481,0.3
secukinumab,Adult,481,1.0
secukinumab,OldAge,481,0.75
ixekizumab,Infant,300,0.3
ixekizumab,Adult,300,1.0
ixekizumab,OldAge,300,0.75
brodalumab,Infant,427,0.3
brodalumab,Adult,427,1.0
brodalumab,OldAge,427,0.75
sterile talc,Infant,199,0.3
sterile talc,Adult,199,1.0
sterile talc,OldAge,199,0.75
acetaminophen / pamabrom / pyrilamine,Infant,199,0.3
acetaminophen / pamabrom / pyrilamine,Adult,199,1.0
acetaminophen / pamabrom / pyrilamine,OldAge,199,0.75
acetaminophen / caffeine / pyrilamine,Infant,483,0.3
acetaminophen / caffeine / pyrilamine,Adult,483,1.0
acetaminophen / caffeine / pyrilamine,OldAge,483,0.75
acetaminophen / pamabrom,Infant,272,0.3
acetaminophen / pamabrom,Adult,272,1.0
acetaminophen / pamabrom,OldAge,272,0.75
pneumococcal 13-valent vaccine,Infant,288,0.3
pneumococcal 13-valent vaccine,Adult,288,1.0
pneumococcal 13-valent vaccine,OldAge,288,0.75
pneumococcal 23-polyvalent vaccine,Infant,92,0.3
pneumococcal 23-polyvalent vaccine,Adult,92,1.0
pneumococcal 23-polyvalent vaccine,OldAge,92,0.75
"poliovirus vaccine, inactivated",Infant,275,0.3
"poliovirus vaccine, inactivated",Adult,275,1.0
"poliovirus vaccine, inactivated",OldAge,275,0.75
alglucosidase alfa,Infant,264,0.3
alglucosidase alfa,Adult,264,1.0
alglucosidase alfa,OldAge,264,0.75
acetaminophen / chlorpheniramine / dextromethorphan / phenylephrine,Infant,97,0.3
acetaminophen / chlorpheniramine / dextromethorphan / phenylephrine,Adult,97,1.0
acetaminophen / chlorpheniramine / dextromethorphan / phenylephrine,OldAge,97,0.75
brompheniramine / codeine,Infant,328,0.3
brompheniramine / codeine,Adult,328,1.0
brompheniramine / codeine,OldAge,328,0.75
chlophedianol / dexbrompheniramine,Infant,75,0.3
chlophedianol / dexbrompheniramine,Adult,75,1.0
chlophedianol / dexbrompheniramine,OldAge,75,0.75
dextromethorphan / pyrilamine,Infant,312,0.3
dextromethorphan / pyrilamine,Adult,312,1.0
dextromethorphan / pyrilamine,OldAge,312,0.75
nepafenac,Infant,150,0.3
nepafenac,Adult,150,1.0
nepafenac,OldAge,150,0.75
bromfenac,Infant,425,0.3
bromfenac,Adult,425,1.0
bromfenac,OldAge,425,0.75
difluprednate,Infant,166,0.3
difluprednate,Adult,166,1.0
difluprednate,OldAge,166,0.75
methylergonovine,Infant,145,0.3
methylergonovine,Adult,145,1.0
methylergonovine,OldAge,145,0.75
emtricitabine / tenofovir alafenamide,Infant,483,0.3
emtricitabine / tenofovir alafenamide,Adult,483,1.0
emtricitabine / tenofovir alafenamide,OldAge,483,0.75
histrelin,Infant,69,0.3
histrelin,Adult,69,1.0
histrelin,OldAge,69,0.75
nafarelin,Infant,56,0.3
nafarelin,Adult,56,1.0
nafarelin,OldAge,56,0.75
hydroxyprogesterone,Infant,218,0.3
hydroxyprogesterone,Adult,218,1.0
hydroxyprogesterone,OldAge,218,0.75
acebutolol,Infant,122,0.3
acebutolol,Adult,122,1.0
acebutolol,OldAge,122,0.75
aspirin / omeprazole,Infant,347,0.3
aspirin / omeprazole,Adult,347,1.0
aspirin / omeprazole,OldAge,347,0.75
fluoride,Infant,261,0.3
fluoride,Adult,261,1.0
fluoride,OldAge,261,0.75
cholecalciferol,Infant,157,0.3
cholecalciferol,Adult,157,1.0
cholecalciferol,OldAge,157,0.75
estradiol / levonorgestrel,Infant,223,0.3
estradiol / levonorgestrel,Adult,223,1.0
estradiol / levonorgestrel,OldAge,223,0.75
afamelanotide,Infant,143,0.3
afamelanotide,Adult,143,1.0
afamelanotide,OldAge,143,0.75
mecasermin,Infant,467,0.3
mecasermin,Adult,467,1.0
mecasermin,OldAge,467,0.75
hyaluronidase / immune globulin,Infant,379,0.3
hyaluronidase / immune globulin,Adult,379,1.0
hyaluronidase / immune globulin,OldAge,379,0.75
acetylcholine,Infant,248,0.3
acetylcholine,Adult,248,1.0
acetylcholine,OldAge,248,0.75
protein c,Infant,414,0.3
protein c,Adult,414,1.0
protein c,OldAge,414,0.75
perphenazine,Infant,458,0.3
perphenazine,Adult,458,1.0
perphenazine,OldAge,458,0.75
